date,time,entidad,compra,venta
2025-02-23,2025-02-23T13:19:49Z,Capla,62.3,
2025-02-23,2025-02-23T13:19:49Z,Agente de Cambio La Nacional,62,
2025-02-23,2025-02-23T13:19:49Z,Asociación Peravia de Ahorros y Préstamos,61.2,62.25
2025-02-23,2025-02-23T13:19:49Z,Motor Crédito,61.25,62.25
2025-02-23,2025-02-23T13:19:49Z,Alaver,61.3,62.3
2025-02-23,2025-02-23T13:19:49Z,Scotiabank Cambio online,60.55,62.3
2025-02-23,2025-02-23T13:19:49Z,Asociación Cibao de Ahorros y Préstamos,61.349999999999994,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Banco Lafise,60.849999999999994,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Asociación La Nacional de Ahorros y Préstamos,61.349999999999994,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Scotiabank,60.4,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Banesco,60.449999999999996,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Banco Popular,60.6,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Asociación Popular de Ahorros y Préstamos,60.6,62.349999999999994
2025-02-23,2025-02-23T13:19:49Z,Girosol,61.8,62.4
2025-02-23,2025-02-23T13:19:49Z,SCT,61.8,62.4
2025-02-23,2025-02-23T13:19:49Z,Bonanza Banco,61.25,62.5
2025-02-23,2025-02-23T13:19:49Z,Gamelin,62,62.6
2025-02-23,2025-02-23T13:19:49Z,Taveras,62.3,62.7
2025-02-23,2025-02-23T13:19:49Z,Moneycorps,62.349999999999994,62.75
2025-02-23,2025-02-23T13:19:49Z,Panora Exchange,62.349999999999994,62.75
2025-02-23,2025-02-23T13:19:49Z,Cambio Extranjero,62,62.75
2025-02-23,2025-02-23T13:19:49Z,RM,62.349999999999994,62.75
