date,time,entidad,compra,venta
2026-05-27,2026-05-27T15:26:28Z,Cambio Extranjero,58.1,
2026-05-27,2026-05-27T15:26:28Z,Asociación Romana,57.1,
2026-05-27,2026-05-27T15:26:28Z,RM,58.1,59
2026-05-27,2026-05-27T15:26:28Z,Moneycorps,58.25,59.15
2026-05-27,2026-05-27T15:26:28Z,Taveras,58.5,59.3
2026-05-27,2026-05-27T15:26:28Z,SCT,58,59.3
2026-05-27,2026-05-27T15:26:28Z,Panora Exchange,58,59.3
2026-05-27,2026-05-27T15:26:28Z,Gamelin,58.1,59.4
2026-05-27,2026-05-27T15:26:28Z,Motor Crédito,57.849999999999994,59.75
2026-05-27,2026-05-27T15:26:28Z,Asociación Cibao de Ahorros y Préstamos,56.5,60
2026-05-27,2026-05-27T15:26:28Z,Banco Lafise,56.5,60
2026-05-27,2026-05-27T15:26:28Z,Bonanza Banco,57.5,60
2026-05-27,2026-05-27T15:26:28Z,Banreservas,57,60
2026-05-27,2026-05-27T15:26:28Z,Banesco,57,60
2026-05-27,2026-05-27T15:26:28Z,Banco Caribe,57,60
2026-05-27,2026-05-27T15:26:28Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-05-27,2026-05-27T15:26:28Z,Banco BHD,56.7,60.2
2026-05-27,2026-05-27T15:26:28Z,Abonap,57.09,60.25
2026-05-27,2026-05-27T15:26:28Z,Banco Unión,57,60.5
2026-05-27,2026-05-27T15:26:28Z,Asociación Peravia de Ahorros y Préstamos,57,60.5
2026-05-27,2026-05-27T15:26:28Z,Asociación La Nacional de Ahorros y Préstamos,57.5,60.6
