date,bank,tipo,buy,sell
2025-07-27,Scotiabank,Dólar (US) Sucursales,58.35,61.2
2025-07-27,Scotiabank,Dólar (US) Canales Digitales*,58.45,61.1
2025-07-27,Banreservas,,59.15,61.15
2025-07-27,Banco Popular,,58.25,61.2
2025-07-27,BHD,,58.5,61.2
2025-07-27,Banco Caribe,,60,61.1
2025-07-27,BDI,,60.2,61.2
2025-07-27,Vimenca,,0,0
2025-07-27,BLH,,60,61.2
2025-07-27,Banesco,,58.7,61.2
2025-07-27,Ademi,,60.1,61.1
2025-07-27,Quezada,,60.7,61.4
2025-07-27,Lafise,,59.2,61.2
2025-07-27,Promerica,,58.949999999999996,61.2
2025-07-27,Santa Cruz,,60.3,61.3
