date,bank,tipo,buy,sell
2025-06-14,Scotiabank,Dólar (US) Sucursales,57.7,60.5
2025-06-14,Scotiabank,Dólar (US) Canales Digitales*,57.8,60.4
2025-06-14,Banreservas,,58.4,60.25
2025-06-14,Banco Popular,,57.5,60.5
2025-06-14,BHD,,57.6,60.25
2025-06-14,Banco Caribe,,58.4,60.25
2025-06-14,BDI,,58.6,60.1
2025-06-14,Vimenca,,58.5,60.25
2025-06-14,BLH,,58.2,60.2
2025-06-14,Banesco,,58.4,60.5
2025-06-14,Ademi,,58.5,60.25
2025-06-14,Quezada,,59,59.6
2025-06-14,Lafise,,58.15,60.5
2025-06-14,Promerica,,58.25,60.5
2025-06-14,Santa Cruz,,58.75,60.25
