date,time,entidad,compra,venta
2025-02-17,2025-02-17T13:24:53Z,Capla,62.3,
2025-02-17,2025-02-17T13:24:53Z,Agente de Cambio La Nacional,62,
2025-02-17,2025-02-17T13:24:53Z,Asociación Peravia de Ahorros y Préstamos,60.9,61.949999999999996
2025-02-17,2025-02-17T13:24:53Z,Motor Crédito,61.2,62.1
2025-02-17,2025-02-17T13:24:53Z,Banco Caribe,61.15,62.15
2025-02-17,2025-02-17T13:24:53Z,Banreservas,60.7,62.2
2025-02-17,2025-02-17T13:24:53Z,Bonanza Banco,61.3,62.2
2025-02-17,2025-02-17T13:24:53Z,Asociación La Nacional de Ahorros y Préstamos,61.2,62.2
2025-02-17,2025-02-17T13:24:53Z,Scotiabank Cambio online,60.5,62.25
2025-02-17,2025-02-17T13:24:53Z,Banco Lafise,60.75,62.25
2025-02-17,2025-02-17T13:24:53Z,Banesco,60.349999999999994,62.25
2025-02-17,2025-02-17T13:24:53Z,Alaver,61.25,62.25
2025-02-17,2025-02-17T13:24:53Z,Banco Popular,60.5,62.25
2025-02-17,2025-02-17T13:24:53Z,Asociación Popular de Ahorros y Préstamos,60.6,62.25
2025-02-17,2025-02-17T13:24:53Z,Asociación Cibao de Ahorros y Préstamos,61.3,62.3
2025-02-17,2025-02-17T13:24:53Z,Scotiabank,60.349999999999994,62.3
2025-02-17,2025-02-17T13:24:53Z,SCT,61.8,62.4
2025-02-17,2025-02-17T13:24:53Z,Girosol,62,62.5
2025-02-17,2025-02-17T13:24:53Z,Gamelin,62,62.6
2025-02-17,2025-02-17T13:24:53Z,Cambio Extranjero,61.849999999999994,62.690000000000005
2025-02-17,2025-02-17T13:24:53Z,Taveras,62.349999999999994,62.75
2025-02-17,2025-02-17T13:24:53Z,RM,62.349999999999994,62.75
2025-02-17,2025-02-17T13:24:53Z,Panora Exchange,62.25,62.75
2025-02-17,2025-02-17T13:24:53Z,Moneycorps,62.3,62.75
