date,time,entidad,compra,venta
2025-02-12,2025-02-12T13:23:26Z,Capla,62.3,
2025-02-12,2025-02-12T13:23:26Z,Agente de Cambio La Nacional,61.8,
2025-02-12,2025-02-12T13:23:26Z,Asociación Peravia de Ahorros y Préstamos,60.9,61.949999999999996
2025-02-12,2025-02-12T13:23:26Z,Banreservas,60.55,62.05
2025-02-12,2025-02-12T13:23:26Z,Motor Crédito,61.2,62.1
2025-02-12,2025-02-12T13:23:26Z,Banco Popular,60.4,62.15
2025-02-12,2025-02-12T13:23:26Z,Banco Caribe,61.15,62.15
2025-02-12,2025-02-12T13:23:26Z,Banco Lafise,60.7,62.2
2025-02-12,2025-02-12T13:23:26Z,Scotiabank Cambio online,60.449999999999996,62.2
2025-02-12,2025-02-12T13:23:26Z,Asociación La Nacional de Ahorros y Préstamos,61.2,62.2
2025-02-12,2025-02-12T13:23:26Z,Bonanza Banco,61.3,62.2
2025-02-12,2025-02-12T13:23:26Z,Banesco,60.3,62.2
2025-02-12,2025-02-12T13:23:26Z,Asociación Popular de Ahorros y Préstamos,60.5,62.2
2025-02-12,2025-02-12T13:23:26Z,Asociación Cibao de Ahorros y Préstamos,61.25,62.25
2025-02-12,2025-02-12T13:23:26Z,Alaver,61.25,62.25
2025-02-12,2025-02-12T13:23:26Z,Scotiabank,60.3,62.25
2025-02-12,2025-02-12T13:23:26Z,Taveras,61.949999999999996,62.349999999999994
2025-02-12,2025-02-12T13:23:26Z,SCT,61.8,62.4
2025-02-12,2025-02-12T13:23:26Z,Girosol,62,62.5
2025-02-12,2025-02-12T13:23:26Z,Gamelin,62,62.6
2025-02-12,2025-02-12T13:23:26Z,Cambio Extranjero,61.849999999999994,62.690000000000005
2025-02-12,2025-02-12T13:23:26Z,RM,62.349999999999994,62.75
2025-02-12,2025-02-12T13:23:26Z,Panora Exchange,62.25,62.75
2025-02-12,2025-02-12T13:23:26Z,Moneycorps,62.3,62.8
